ID,Datum_ontvangst,Product,Omschrijving,Antwoord_bedrijf,Omschrijving_lengte,Antwoord_lengte
1936548,2024-05-23,Incasso,"While a consumer of XXXX XXXX XXXX mobile and home services, I incurred a continued obligation to pay for services with my bill cycles typically running through midmonth. During the period of XXXX XXXX, I did not pay my bill timely and as a result incurred a small fee for a late payment. Following that, I paid my bill for XXXX and XXXX XXXX jointly paying a bill of approximately XXXX dollars as my monthly bill vacillated between XXXX-XXXX dollars at that juncture. Shortly thereafter, I cancelled my wireless account and my home account in XXXX XXXX ( though was continued to be newly charged for home billing through XXXX XXXX ). Following the closure of the wireless bill, I received a statement that I owed no balance for which was correct based on my previous payments. However, shortly thereafter I received new bills indicating that I still owed for XXXX XXXX. I called XXXX XXXX XXXX and was directed to XXXX different departments with varying results. None of the departments new how to handle my call based on state and call center and could only see the end result that I owed the amount. After I explained that I contested the amount based on previous payments, the individuals became confused and transferred me to different departments. Eventually I ended up at the wireless department and they confirmed that there should be no balance and indicated they would notate the account that I was wrongfully charged. 
Afterwards, XXXX XXXX XXXX sent me follow-up bills saying I still owed this amount and we would repeat this exercise several more times with XXXX siloed systems and call centers all being unable to resolve the issue until being transferred to wireless where they would again confirm that I did not owe the bill and that it was a mistake and a notation would be put in the system not to collect. After several more go arounds, in XXXX XXXX, XXXX XXXX XXXX sent a final notice indicating they were going to sell the invalid debt despite repeated follow-ups by myself and acknowledgment from its agents that the debt was fully paid and invalid. At approximately XXXX XXXX XXXX, I called again and spent several hours on calls with several agents who teleconferenced other agents in to resolve the silo issue and invalid debt to connect the front end and back end agents to discuss why the debt should have never existed, that it was paid originally, and that I continued to be pursued for debt charges. Agents from multiple departments sat on the phone, exchanged ID numbers and worked to update the system to stop charges on the account prior to being sold to a third-party agency as they agreed that I paid the appropriate amount and should not be charged further. This time I was assured that they had resolved the issue and that there would be no more attempts to collect the invalid debt. 
Following that, it appears that XXXX XXXX XXXX sold the debt to a third-party collection agency and I was informed at approximately XXXX/XXXX/XXXX with a letter dated XXXX/XXXX/XXXX that I was to pay the debt or incur a negative bureau reporting for the money disputed by XXXX XXXX XXXX. At this point I write this letter to dispute the bill in its entirety and send to the FTC, CFPB, the debt collector in question, and will send a copy to XXXX XXXX XXXX directly as this is an entirely invalid debt from which XXXX XXXX XXXX has continued to acknowledge was invalid through discussions with its agents and they attempted to stop the continuation of this debt. 
As this debt was paid in full upon original receipt, XXXX XXXX XXXX was contacted multiple times and not only acknowledged that the debt was not to be paid through its direct agents and confirmed through multiple departments and proceeded to sell the debt, I believe that XXXX XXXX XXXX has violated 15 USC 45 under both the deceptive and unfair prongs of UDAP. I believe the sale of the debt & involvement in the debt collection market should be held to the corresponding standards of 12 USC 5531 & 5536.",Closed with explanation,3990,23
1536007,2023-08-25,Hypotheek,"I am a widow, unemployed and XXXX. My husband died 4 years ago and left me a mobile home where I am presently residing. Our mortgage company is CITI MORTGAGE. 
We are paying this company for over 20 years and still have a balance of {$62000.00} dollars, with interest of 7.76 %. 
Two months after his death, I called CITI if my husband 's loan is being paid off thru insurance. They said he got no insurance and that the wife is responsible for paying his loan. They told me to send his Death Certificate and some other papers so they can change his name and put my name on it. I refused. 
Right now I 'm having a hard time to support my XXXX adopted children, XXXX in college. Please help me solved my problem with this gigantic company where I have no voice and money to fight them. 
I thought Mobile Home is cheaper than a real house, but since I married my husband, he got a balance of {$79000.00}. I have no idea why this house is very expensive. 
Second concerns of mine is SEARS CREDIT CARD. 
Even though I am so poor, I always pay my bills on time. I do have a good credit. Last week I happened to read the article regarding your willingness to help us and believe me or not, the article lifted my spirit, hoping that maybe you are answer to my prayers. 
Sears charged me 25.24 % on interest and plus account care program which I pay {$65.00} monthly.Before I charged my purchases to them, I told them to cancel account care and they told me, they do n't use it anymore so I thought that there will be no charges. 
Account care is a ripped off, they said they will pay my bills if I become unemployed and disabled. I have XXXX. Anything you can help me is greatly appreciated. Thank you very much. 
XXXX",Closed with explanation,1711,23
1347492,2023-04-26,Incasso,"I received a notice to appear at small claims court in XXXX, MA on XXXX/XXXX/XXXX for a XXXX XXXX.. The case was with XXXX XXXX XXXX for an old credit card bill I owed to XXXX XXXX XXXX in the amount of XXXX + ore-judgment interest of {$33.00} and court fees of {$50.00}, {$720.00} total. 
I got behind on some several credit card bills when I went through XXXX treatment in XXXX. I am a single, divorced woman, XXXX years old. I am employed as a XXXX and was out of work for XXXX months during my treatment and went back to work part-time for five months before being able to return full-time in XXXX. 
The lawyer for the case was XXXX XXXX of XXXX , XXXX XXXX XXXX XXXX XXXX, XXXX, MA XXXX. I fought to get the amount lowered because of excessive interest I ha been charged, and the Agreement for Judgment was that I would pay {$20.00} a month on the amount of {$460.00}. I made these {$20.00} payments each month until last XXXX, when I forgot to mail the payment on time, I worked on XXXX XXXX and XXXX to make a little overtime money and save the holidays for snow days, ( which came in handy ). The check I filled out to mail was dated XXXX XXXX ; however I decided to send {$40.00} instead and mailed the check on XXXX XXXX. Because I put "" XXXX '' as the year, the check was returned to me. I promptly send XXXX for {$60.00}, which covered XXXX, XXXX, and XXXX payments. I have my bank statements to prove that XXXX received the XXXX check. However, On XXXX XXXX I received the XXXX of a number of harassing letters telling me I had failed to comply with the order and to contact their office. I made my payment of {$20.00} in XXXX and was aware that I had a "" Payment Review '' coming up on XXXX/XXXX/XXXX. I was angry that XXXX was sending me these letters and would probably force me to pay the whole amount or even add penalties, so I sent them a letter on XXXX XXXX, XXXX and enclosed a check for the balance I still owed on the original {$460.00}, which was {$160.00} according to my records. In the letter I explained how I got slightly behind on payments at the end of XXXX. I did not go to the court review because my XXXX, XXXX, went to the XXXX for {$15.00}. '' I received a warrant from the XXXX County Sheriff dated XXXX/XXXX/XXXX to appear at XXXX District court on Wednesday, XXXX XXXX at XXXX. I am assuming that this warrant was sent from XXXX. I would like it if someone would accompany me there, but if this is not possible I will inform you about what happens at court on that date. Thank-you.",Closed with explanation,2521,23
1843050,2024-03-21,Incasso,I do not owe Common Wealth Financial for a debt. I did not go to the hospital on the date they have listed for this transaction XXXX/XXXX/2013. I have had to dispute items with them before and they were removed because they were placed in their office in error and I believe that this had been placed within there office as an error again as well. I have a previous letter of Placement in error from them for past issue with this company.,Closed with explanation,438,23
1299847,2023-03-25,Creditcard,"I was a discover card holder as of 2012. During my entire card membership with the company, I was never late with my monthly payments, always stayed under my credit line, and never charged my credit card for any purposes other than making a legitimate purchase. 

About a XXXX months ago ( XXXX XXXX ), without any warning and notice in advance, the company closed my account and thereby wiped out my 3 years of credit history associated with Discover card. I contacted the company and demanded for an answer. Other than the excuse that "" we are no longer able to meet your servicing needs, '' the company never gave me a forthcoming response. 

Most importantly, I have about {$1100.00} cashback bonus in my account when you close my card, and I was told by discover agent that they will return my cashback bonus in two bill cycles. But I wait for two bill cycles, and get nothing from them. 

Today ( XXXX. XXXX ), I called them about the cashback bonus. They told me that when my account was closed, the cashback bonus "" was forfeited ''. However, in their website, they say that "" We will credit your account with your Cashback Bonus balance if your account is closed or if you have not used it within 18 months ''. 

As a credit card company, the most important thing is to fulfil your promise ( contract ) with consumers. But now, this company uses its real actions to prove that they do not follow the contract. 

Moreover, upon the discussion I had with other cardholders and information I learned from the internet, I have a reasonable belief that the closing was targeted at a large number of cardholders with a particular racial and ethnic background ( more specifically, XXXX XXXX ) without a just ground. I believe that CFPB is or will be getting more similar complaints in the near future. 

I respectfully urge the CFPB to take this matter seriously and to look into this case. We consumers are powerless to protect ourselves from discriminatory actions like this. But if the closing was indeed motivated by racial bias, the company 's action has to be put in an end. 

Thank you.",Closed with explanation,2095,23
2388632,2025-03-15,Bankrekening,Wells Fargo ( WF ) was my bank for a period of over 10 years. During these years WF had my trust and was my banking institution. More recently this trust was shuddered by WF on my finding that certain accounts were opened with out my permission and my knowledge. On my informing this to WF managers and I talking to press representatives about my situation I was quickly pointed out by the management of the bank for closure of all of my accounts dealing in a personal and business level. Over 13 accounts were closed by WF in an act of retaliation of reporting illegal activities by the bank. The closure of account has a cost of purchasing hundreds of dollars and staff time to re organize my banking systems. Retaliation and the reporting of wrong doing should not be a reason to close a customer bank accounts. Yet WF did.,Closed with explanation,826,23
1846292,2024-03-23,Kredietregistratie,"On XXXX/XXXX/16 I filed a complaint with this office concerning the violations of Transunion on my credit report. I also filed a complaint with the XXXX XXXX XXXX XXXX. I looked on XXXX a few mins ago and now my credit score is XXXX. A XXXX point drop from yesterday. Plz I am asking for some help. They continue to leave stuff on my report and penalize me for their mistakes. I am about to lose my house, be sued, and all because the wo n't follow the law and do what they are supposed to do. I have XXXX XXXX XXXX and I do not need this stress",Closed with explanation,545,23
2000930,2024-07-06,Creditcard,Bank of America attempting to change terms of closed credit card. This is prohibited under CARD Act. I do not consent to an increase in late payment fee detailed in the XXXX 2016 notice.,Closed with explanation,186,23
1912068,2024-05-05,Hypotheek,"I had been aggressively paying down the Chase mortgage on my co-op for the past year or XXXX. By XXXX 2016 the principal balance was {$1500.00} so I requested a payoff quote. I received very confusing information about the process to pay off my mortgage ( e.g., there would be a closing, I was required to have an attorney, the attorney fee is {$370.00}, etc. ) ; apparently, the representatives I spoke with did not understand -- or bother to confirm -- that I was doing a straight payoff, not refinancing. As a result of all the confusing information I received, I was not able to pay off the loan by the date the quote was good through -- if I remember quickly the quote might have arrived after the "" good through '' date, but the representative I requested it from did not think to suggest I request a later date. I decided to just pay off the {$1500.00}, thinking Chase would then have to provide clear payoff instructions via my XXXX mortgage statement. Instead, Chase held the funds in limbo and did not process the payment. When I called to inquire why the payment had not been processed ( on approximately XXXX XXXX ), they advised that it was unclear that I was paying off the loan since the payment was short $ XXXX dollars ( interest for that month ) ; they ended up forgiving the interest and closing my loan that day. From doing a little research on what happens after you pay off a mortgage, I expected to receive my lien release/original loan documents, co-op stock certificate and proprietary lease. After over a month I had received nothing. I called Chase on XXXX XXXX to inquire about the documents ; it was only then that a case was created to start the lien release process. On XXXX XXXX I called back and received the XXXX tracking number for the lien release which had been sent to XXXX XXXX records office ( every time I called I received unclear and slightly different information about which documents they would be sending where ). It later occurred to me that there was still no update on the stock certificate and proprietary lease, so on XXXX XXXX I called back to inquire about those documents. It was only then that another case was created to have them sent to me ; I was advised it would take XXXX 10 days. On XXXX XXXX I called to follow up and was advised that the only/last note on XXXX XXXX indicated they were looking for the documents in their warehouse ; I asked when I should call back for an update and was told to call on Thursday. On XXXX XXXX ( today ) I called and there was no update or additional note since the XXXX on XXXX XXXX ; she advised she would send an email to their Research department to escalate the matter. I asked the representative if this is the normal process ( i.e., it 's up to the borrower to keep calling to request documents that Chase has a legal obligation to return to him/her ) ; she could not explain to me what went wrong in my case. She said she confirmed that the XXXX 3/lien release had been recorded by XXXX XXXX and asked me if I needed the other documents to refinance ; I had to remind her that the stock certificate and proprietary lease are the only legal proof I will have of my ownership in the co-op and rights to my apartment. I suspect that the way my loan was closed is part of the reason processes that should have happened automatically were never triggered. However, if Chase chooses to deviate from its normal process to close a loan, they should have a manual process to ensure next steps are still carried out ; it should not be up to the client to follow up multiple times to ensure he/she receives all documents to which he/she is entitled.",Closed with explanation,3643,23
1966180,2024-06-12,Incasso,"XXXX has a complaint against it. This is to re-apply a complaint against XXXX in case I have failed to do it properly the first time around ( mentioning all the parties to the matter in the original letter instead of just XXXX ). 

Negative reporting of not paying a debt which I paid to the wrong XXXX XXXX XXXX account on their XXXX XXXX XXXX XXXX ( debt buyer credit account ) that belonged to another credit account supposedly that was a debt buyer as well, known as Amex Standard formerly XXXX XXXX XXXX. The consumer should have been informed it did n't belong in the paid up account known as the XXXX XXXX XXXX XXXX, former grantor XXXX XXXX XXXX, and sent back to her timely. Instead it was wrongly transferred to Amex Standard after the cut-off date and I was found to have not paid the credit account. After several credits, the debt reappeared in the automatic system as owed with fines and late payments. When I could no longer figure out what I owed, I stopped paying any debt. I phoned, Emailed, and wrote complaints to no avail. The debt buyer never tried to honor consumer rights. It has no signed agreement from me, and no documents either.",Closed with monetary relief,1157,27
1693497,2023-12-11,Kredietregistratie,"I 'm a victim of ID theft recently. It puzzled me that the ID thefts were targeting specifically all creditors/accounts we have or had business with. They tried to change contact information, requested replacement cards and tried to open new accounts. I saw in my credit report yesterday an inquiry from Credit Karma from about 2 weeks ago just when all that started to happen to us ( my wife as well ). So, we tried to open Credit Karma accounts for ourselves yesterday just to find out that the ID thefts have done that already with our SSN, DOB, and other information to pass the security questions and therefore we can not open accounts ( accounts are linked to email addresses provided and based on the error messages and email address fragments they are not ours. We do know the fraudulent email addresses used from creditors informing us about fraudulent account opening attempts ). And with accounts in Credit Karma they have free access not only to our credit scores and score monitoring, they also have free access to our credit reports from XXXX and XXXX and with that they have ALL the information needed to pass any kind of security or verification questions to get more reports, open account, or worse could possibly lock us out of our own credit reports. Unfortunately, Credit Karma does not have a phone number listed at all so one could talk to a live person to address this fraudulent issue. They only have an email request portal and we are waiting to hear back from them ( per other user feedback, they are not very good at getting back at people ). And, we have been waiting for 2 weeks now for our local PD to write an ID theft report so that we could take action to place an extended fraud alert or security freeze - can we actually place both? So, at the moment, we are sitting ducks.",Closed with explanation,1808,23
1504424,2023-08-05,Kredietregistratie,"I am not a 100 % sure. But if credit can only be reported for XXXX years, then time is up on this account it 's been XXXX years.",Closed with explanation,128,23
2116888,2024-09-16,Kredietregistratie,"I recently had XXXX student loans with XXXX XXXX that were discharged due to XXXX on XXXX XXXX, 2016. I checked my Equifax credit report and determined that they did not show closed and paid on the XXXX student loan tradelines with XXXX XXXX they left those open but also added XXXX new tradelines with XXXX XXXX XXXX XXXX to my credit report and then reported those accounts closed and paid. I have a total of XXXX tradelines of student loans now. I called Equifax and told them that the information was incorrect and that these accounts are duplicated and it should only show the XXXX original tradelines with XXXX XXXX as closed and paid. I receive notification on XXXX/XXXX/2016 that Equifax has not removed the original XXXX loans but they have just closed them and noted on all XXXX accounts that they were : ( Student Loan Account Transferred Or Sold Student Loan ) which is not accurate. I have tried to get them to report accurate information and I am not getting the service they should provide by law. I would like this information reported accurately as it has caused my credit score to drop significantly ( XXXX to XXXX ).",Closed with explanation,1135,23
2198062,2024-11-07,Bankrekening,"BBVA COMPASS - ( ACCOUNT NUMBER XXXX ) XX/XX/2016 BBVA COMPASS FRAUD and INVESTIGATION Department RE : account number XXXX To whom it may concern : On XX/XX/2016, I received an email from your bank indication fraud was impacting my checking account. In fact, {$3300.00} was stolen from my account after BBVA COMPASS allowed someone to compromise it. I called BBVA COMPASS that evening and could not access my account as passwords and security questions had been changed. After a quick investigation by BBVS COMPASS, I was told someone called in to their customer service to change information, followed by the creation of a 'WALLET ' access to my account, followed by a request for a new debit card, and finally on XX/XX/2016 the {$3300.00} in purchases and debits were taken from my account. All happening in OHIO or IOWA. 

Prior to the big day of XX/XX/2016, BBVA COMPASS sent a new card to the criminal and sent a new card to me. That makes two active cards numbers on one account. 

The account was closed immediately by BBVA COMPASS and a new one was created and I quickly created my own 'WALLET '. The {$3300.00} deposited in my new account within a few days. This was the end for me even though I was told my account would be closely watched on every transaction for several weeks. 

Fast forward to a few days ago. I started receiving account statements on the closed account over drafted {$3300.00} plus fees. This is when I made a visit to the branch located on XXXX Texas. It was at this location where I was informed the investigation was closed since they did not receive a police report. 

No one ever contacted me concerning a police report and I thought my part was over in this process. I have been to this bank several times since this happened. I have an online account, a 'WALLET ' application with my account, and my email is associated with this account yet there was no requests made of me in any of these superior formats to get information. 

The police report information : XXXX Officer XXXX badge XXXX PD XXXX This is a request that BBVA COMPASS complete this investigation, shore up their practices and procedures, and leave me alone. 
Sincerely, XXXX TX XXXX",Closed with explanation,2188,23
1514403,2023-08-12,Creditcard,"Hello, I have a credit card account with Navy Federal Credit Union opened around 2012. I believe in the last few months I been receiving collection letters considering this account. I was SURPRISED because this account ALWAYS been paid on time never late. I reach out to Navy Federal and they stated that they did not have any information on me in their system. I give another representative my access number and he contacted his manager and they stated that my access number does exist. But this negative information is reporting on my credit reports. Can someone please help me in this matter it feels like I 'm going in circles.",Closed with explanation,631,23
2326642,2025-02-04,Kredietregistratie,"The Debt Pertaining to XXXX by XXXX has been previously deleted off of my Credit Report. 
However, as of XX/XX/XXXX, they reinserted the debt I have disputed with Equifax as well.",Closed with explanation,179,23
2410026,2025-03-29,Kredietregistratie,"I was disputing information on my Transunion credit report. I sent 3 letters requesting that the company provide proof that the accounts that are listed on my account was mine. The first time I received a letter saying accounts verified. I responded with another dispute letter this time asking for proof from the company that reported debt to credit bureau and not just a simple statement saying verified. I received another letter stating verified without any proof. I sent this document requesting information regarding their investigation. I have n't received any proof and still get a reply of verified. 

Please be advised that this is my THIRD WRITTEN REQUEST asking you to remove the unverified accounts listed below that remain on my credit report in violation of 15 U.S.C. 1681. You are required under the FCRA to have properly verified the accuracy of an account listed on my credit report. In the results of your first re-investigation, you stated in writing that you "" verified '' that these items are being "" reported correctly ''. Where are the documents that you used to verify these accounts? What is the name of the person in your company who verified these accounts? What documents did they use to verify them? Please provide me with the name of that individual, their business address, and telephone number. XXXX Law Dictionary, XXXX Edition, XXXX, defines "" Verify '' as, 1 ) "" To prove to be true ; to confirm or establish the truth or truthfulness of ; to authenticate. '' 2 ) "" To confirm or substantiate by oath or affidavit ; to swear to the truth of. '' and "" Verification '' as, "" Confirmation of correctness, truth or authenticity, by affidavit, oath, or deposition. Affidavit of truth of a matter stated and object of verification is to assure good faith in averments or statements of a party. '' What this means is that your company must be willing and able to produce a document in your files that proves the account ( s ) in dispute belong to me and the information being reported is accurate and you must be able to do this in a court of law if I file a lawsuit against you. Someone in your company must authenticate the documents in your files that were used to verify the disputed accounts and to do this they must have 1st hand knowledge of the alleged account ( s ) and all that has ever transpired for the alleged account ( s ), under oath and under the penalty of perjury. As I am sure that you are well aware, current Federal case law states that, Consumer Reporting Agencies bear grave responsibilities to ensure the accuracy of the accounts they report on and their responsibility must consist of something more than merely parroting information received from other sources. The Courts have also ordered that a "" Reinvestigation '' that merely shifts the burden back to the consumer and the credit grantor can not fulfill the obligations imposed by 1681 ( a ) ( 4 ). You have ignored my request to provided me with the documents that you have in your files that you used to verify the disputed accounts which means that you have NOT verified or you can not verify any of these accounts and under Section 611 ( 5 ) ( A ) of the FCRA - you are required to "" ... promptly DELETE all information which can not be verified. '' The law is very clear as to the Civil liability and the remedy available to me for "" negligent noncompliance '' ( Section 617 ) if you fail to comply with this Federal Law. I am a litigious consumer and fully intend on pursuing litigation in this matter to enforce my rights under the FCRA. I demand the following accounts be verified or deleted immediately. I then listed the accounts that I am disputing on my credit report.",Closed with explanation,3691,23
1802175,2024-02-24,Incasso,I have a power of attorney in which my power of attorney sent the legal document as well as the cease and desist. They were working on a settlement agreement in which was going to be a 12 month payment plan however they stated that I had to set up an auto pay in which i do not have the capability of doing. So then XXXX XXXX got involved and now refuses to speak with my power of attorney stating the document which was notarized was not valid. Refuses to even tell me why and has tried to call me knowing there is a cease and desist on file. Then even when i called she now refuses to agree to the settlement that i could afford.,Closed with explanation,631,23
1870691,2024-04-08,Hypotheek,"we have been with green tree for 16 years they have harassed us from the being they have threated calling all the time, the were charging us extra saying it was for our property taxes and we recentally found out they were n't paying our property taxes we pretty much have been paying over a {$1000.00} a month for 16 years and still owe almost as much as we did when we started, this company needs to be shut down",Closed with explanation,413,23
2084357,2024-08-28,Kredietregistratie,XXXX broke there contact at that point in time never gave me notice of the change It went from {$89.00} each month to $ XXXX each month + they would add channels or remove channel and I never asked for there for I canceled.. I 've had several collection offers from $ XXXX there fore I elect none they ca n't get it right i owe nothing and want it off my credit score thanks XXXX XXXX,Closed with explanation,384,23
2129708,2024-09-25,Kredietregistratie,"To Whom It May Concern : I am a Pennsylvania XXXX ( ID # XXXX ), and I am submitting this dispute because MyCase and XXXX, XXXX improperly denied my application for XXXX payment services. A copy of the denial letter is attached. XXXX is a cloud based legal management system used by attorneys to store client information and bill client time. The service I applied for would have allowed me to accept credit card payments. As part of the review process to qualify for the service, XXXX used XXXX ( a real estate management company ) to investigate my credit report. XXXX claims that they pulled my Credit information from Experian. A copy of my Experian Credit report is attached. MyCase and XXXX appear to be either closely related or the same company, because they both have the same Corporate Headquarters address located at XXXX XXXX XXXX, XXXX, CA XXXX. 

XXXX claims that I was denied services because my credit score is XXXX and the date the score was allegedly created was XXXX/XXXX/2016. The Experian credit report does not show that that either XXXX or XXXX made a credit inquiry. See pages XXXX of the XXXX section of the attached Experian credit report. Furthermore my credit score is XXXX and not XXXX as stated in the XXXX credit denial letter. See page XXXX of the attached XXXX Credit Denial Letter. See page XXXX of the Experian report to view my credit score. 

Thank you for investigating this matter, XXXX XXXX XXXX, XXXX.",Closed with explanation,1442,23
1513055,2023-08-11,Incasso,"My ex husband purchased a boat, but it was done as a joint loan acount in XXXX when we were still married. We divorced in XX/XX/XXXX and divorce papers stipulate ex husband was keeping the boat and the loan attached to it. I moved and had no possession of or contact with the boat again. However, his credit was not good enough and he was unable to ever refinance it into his name and remove my name from the loan. He then stopped paying on the boat loan with XXXX XXXX XXXX XXXX and had the boat repossessed by them. They sold the boat to someone else but at a loss over how much the exhusband still owed. They then listed the amount of their loss on my credit report as a derogatory account and amount still owed them. The ex husband then filed bankruptcy and had it removed/discharged from his record. However, they then sent ME to collections for their lost money ( over a boat I never had ). 

The collections information is below, States Recovery from XXXX XXXX XXXX XXXX. I received a letter from States Recovery and I sent them in copies of my divorce papers showing the debt did not belong to me, requesting it get removed. However it has remained on my credit report. Initially it was {$18000.00}. A few months ago they increased it to {$23000.00}, not sure why. I do not believe in bankruptcy and do not want a bankruptcy on my record. I do not want to have to file bankruptcy over a collection item that clearly does not belong to me.They repossessed the boat and got their property back. They discharged the debt in court when the Ex filed bankruptcy on it. There is absolutely no reason their "" loss '' should still be causing me credit problems 8 years later. 

STS RCVRYXXXX XXXX XXXX XXXX, XXXX $ XXXX DetailsLast Reported XXXX XXXX, XXXXCollection Agency STS RCVRYOriginal Creditor XXXXStatus OpenOpened Date XXXX XXXX, XXXX Date -- Responsibility Individual Account. 
Balance $ XXXX Balance $ XXXX Consumer disputes this account information",Closed with explanation,1959,23
1845445,2024-03-24,Hypotheek,Ditech has failed to properly apply HAMP loan modifcation incentives.,Closed with monetary relief,69,27
2173669,2024-10-22,Hypotheek,"I secured a conventional 30 year fixed mortgage for my Mother in XXXX XXXX for {$90000.00} ( less than XXXX the appraised value ) on her home here on XXXX XXXX, MI to help pay for my brother 's XXXX treatment. The mortgage was transferred to XXXX within one month and remained with them until this past XXXX XXXX when it was tranferred again to and new servicing company Specialized Loan Servicing ( SLS ). This is when the problems started. The notice of transfer was received by me on or around XXXX XXXX, XXXX XXXX weeks after the last payment was made to XXXX on the first of XXXX XXXX for the original monthly amount of {$680.00}, which included escrow amount for property taxes and hazard insurance. On or around the same time ( XXXX XXXX ) I also received a payment statement from SLS for the next payment due XXXX XXXX, XXXX, however the statement showed an additional {$30.00} late fee for a payment that was n't due for another two weeks. I contacted SLS by phone, but he representative said he could not talk to me because I was not the original borrower. However, I had been authorized by XXXX seven months prior ( XXXX XXXX ), because my Mother passed XXXX XXXX, XXXX and as sole heir I was appointed Personal Representative of my Mother 's estate by XXXX County Probate Court o in XXXX XXXX. Thus I resubmitted my Mother 's Death Certificate and relevant court documents to the new mortgage servicing company SLS. This took place in mid XXXX XXXX, but I never received a response regarding the {$30.00} late fee. 
Then my payment went up to $ XXXX/month and XX/XX/XXXX/XX/XX/XXXX I was notified that my monthly payment ( on my 30 year fixed rate mortgage ) was being increased by a $ XXXX month to accommodate and $ XXXX deficiency in my escrow account. When I called to inquiry I was not given any explanation because the customer service agent was not privy to any information and did not connect me with someone qualified to answer my inquiry. I double checked the Premium for the Hazard Insurance which had not increased and then I checked the local township clerk 's office for the current property tax amounts, which had actually gone down by over {$200.00} annually starting XX/XX/XXXX. I have not had a good feeling about this company since they acquired the mortgage particularly when I searched you site and found a lengthy list of complaints against SLS by individuals whose mortgages were being serviced by them. Because I have not seen any documented disciplinary actions by any regulatory agency I am also submitting this filling and supporting documentation ( including time stamped emails and faxed comumincations with SLS regarding these concerns ) with both State Attorney General 's Offices in Michigan and Georgia, the Federal Attorney General 's Office, and the FTC ) I also have the intention of submitting this to printed media ( i.e. XXXX ) and digital media ( i.e. XXXX, XXXX, XXXX, XXXX, and other pertinant blogs ) I",Closed with explanation,2957,23
1982153,2024-06-23,Kredietregistratie,"I have a collection placed on my equifax by : XXXX. I sent a letter to the collection agency with a request for full debt validation on XXXX XXXX, XXXX. They received my request on XXXX/XXXX/XXXX ( I have all receipts sent by registered mail ). They sent back the total charges billed provider. However that is not a validation of the debt as described with the Fair Debt Collection Practices Act. There is no description of services rendered, explanation of how the alleged amount was calculated including interest, no copy of any signed agreement between me and the billing agency, nor was a complete payment history present with the original creditor. I sent out another letter again, requesting for validation of the debt, they had thirty days to respond according to the FAIR CREDIT REPORTING ACT. They received the second request on XXXX/XXXX/XXXX and never responded. I sent the receipts and a letter to equifax that the thirty days passed and I received no validation of my debt and I had asked equifax to remove this collection immediately. Equifax never responded to my dispute ; it has been over six months. This is not a valid collection and it needs to be removed of my credit, there are many violations in place here.",Closed with explanation,1231,23
2290001,2025-01-15,Incasso,"I settled a collection with DIVERSIFIED CONSULTANTS INC. At the time of payment, the representative agreed to "" Pay to remove from credit ''. I have disputed this with the credit bureaus, but DIVERSIFIED CONSULTANTS INC continues to report it. I believe this is unfair since I agreed to pay for them to remove.",Closed with explanation,310,23
1472632,2023-07-16,Kredietregistratie,"I applied for an XXXX XXXX credit card around XXXX. They sent me the card with a low limit because Experian said my credit score was XXXX XXXX XXXX has my score at XXXX ( EXCELLENT ). The paper work that XXXX XXXX sent me with the credit card said I could get a complete credit report from Experian without charge for 60 days after this date. I called the toll free # for Experian & went to their website. Each time they wanted a credit card number. This is not free. I contacted XXXX XXXX & they gave me their website which was supposed to have the credit report. NO RESULTS! 
What is the problem?? 

XXXX XXXX XXXX",Closed with non-monetary relief,616,31
2428357,2025-04-10,Bankrekening,"I used to have an account in the Bank of America. On XX/XX/XXXX, they did not get my permission to close all my accounts. I did not do anything wrong but just two months ago I was a victim of a financial fraud. But I reported this fraud as soon as possible and I did not have any loss on this fraud. But after two months, they closed my accounts without any warnings and refused to give me my money. I 'm just a student but I only have accounts in this bank, which means that I only have bank cards for this bank. I told me that I need my money right away because I need money to live and pay rents, insurance and other expenses. They ignored my requests. On XX/XX/XXXX, I called the customer service and I need the money right away and I can go get the money in person in the bank. On XX/XX/XXXX, I went to the bank and they told me they can not give me my money because they need to verify my account. I need to come back on next Monday ( which is XX/XX/XXXX ) to get the money. But on XX/XX/XXXX, I called the customer service, they just told me they can not give my money right away because they have already mailed the checks to me on XX/XX/XXXX. But I verified with the bank on XX/XX/XXXX and they told me they have not process my check yet. Why on XX/XX/XXXX they just told me they have already mailed the check on XX/XX/XXXX? And when I asked for the tracking number for my mailed check, they told me they did not have that and just ended the call! How can they be so rude when they did wrong and made me suffer the loss! Why did they give me any warning before that so I can have some preparation for that? Right now, I do not have any money with me to pay for the rent, insurance and other expenses just because of the bank of America! Also, the customer service did not answer my questions well and ended my call without helping me! As a student, I can do nothing but to ask for help from you! Please let me know what should I do to avoid suffer more loss or I just starve to death?",Closed with explanation,1993,23
2256818,2024-12-20,Hypotheek,"I entered into a mortgage modification with WFHM XX/XX/XXXX through XX/XX/XXXX. I was advised by at least XXXX mortgage specialist ( staff changed constantly, so communication was difficult and there was poor transition between staff. I was advised however by each of the specialists that upon completion of the modification, all late payments would be removed from my credit report. XXXX is now disputing this fact. My credit is now so severely affected that I have no options for refinance with another lender.",Closed with explanation,512,23
