ID,Datum_ontvangst,Product,Omschrijving,Antwoord_bedrijf
1335836,2023-04-17,Kredietregistratie,"I have disputed this with Equifax XXXX times now and they are not correcting the information. There is an account with XXXX that is showing 120 days past due - Paid in full. How can it be paid but past due at the same time? Its not 120 days past due. I 've explained it to them several times - over the phone and in writing and they will not correct it. The person I spoke to on the phone even said it does n't make sense, but they would have to re-send it electronically to XXXX which is what they said they did the previous XXXX times. This is effecting my credit score. I do n't know what else to do. They ca n't by law report erroneous information and their investigation process is horrible. There is no way I should have to dispute the same information XXXX separate times for almost a year with nothing being done. Please help. Can I sue them? They are responsible for reporting correct information and Equifax does not seem to take that responsibility seriously.",Closed with explanation
2229421,2024-12-01,Hypotheek,Ocwen Loan Servicing failed to keep a mitigation appointment with me by phone. I made an appointment to speak with my Relationship XXXX and have waited several days to receive a call which was scheduled for today at XXXX pm. No call came. Ocwen Loan Servicing is in violation of the CFPB settlement with CFPB. Ocwen Loan Servicing has no intention to attempt to mitigate.,Closed with explanation
2172640,2024-10-20,Hypotheek,Borrower submitted a loss mitigation package and received a notification of a facially complete application as of XX/XX/2016. It has now been over 30 days without further follow-up or a decision from the servicer on the application.,Closed with explanation
1456154,2023-07-08,Kredietregistratie,"Mailed a written request to Equifax to remove line items from Michigan XXXX XXXX and XXXX regarding a paid off student loan due to the fact that the US Treasury intercepted a forwarded an extra payment to my student loan account and it was not reflected on my file, even though I had the documentation. On XXXX XXXX I received a final response from Equifax stating they "" verified item was mine '' ... .That was never in dispute, what was, was the accuracy of the record and as it did not reflect the all documented transactions on my file should of been deleted. On XXXX XXXX 2015 I filed a Summons & Complaint with XXXX in Michigan regarding this matter.",Closed with explanation
2442714,2025-04-19,Kredietregistratie,"I have been a XXXX customer for the last 18 years and I have never been associated with any product or service from XXXX. <P/>I pulled a tri-merged report in XX/XX/XXXX in order to require vital financing for my business. I was surprised to see a charge off/collection account being reported by a debt buyer - XXXX XXXX XXXX - stating it was for a XXXX account in the amount of {$600.00}. This account was reporting on all three bureaus. <P/>On XX/XX/XXXX a letter was drafted and mailed, via certified mail with return receipt and signed for on XX/XX/XXXX, stating : "" This is a formal notice that your claim is disputed. I am requesting validation, made pursuant to the Fair Debt Collection Practices Act. Please note that I am requesting "" validation '' ; that is competent evidence bearing my signature, showing that I have ( or ever had ) some contractual obligation to pay you. '' Full letter will be attached. <P/>Absolutely no response to this communication so a follow up letter was drafted on XX/XX/XXXX and mailed, via certified mail with return receipt and signed for on XX/XX/XXXX, stating : "" This letter is a follow up to my original letter dated XX/XX/XXXX regarding an inaccuracy on my credit reports, regarding account # ****, which you claim I owe {$600.00}. Upon further investigation, I have retained new copies of my credit reports, and noticed that you did not furnish the credit bureaus with the required disclosure, within the period required by law. You are required by federal law to place a "" notice of dispute '' on my account within 30 days of my dispute, which you signed for on XX/XX/XXXX. '' Full letter will be attached. <P/>Again zero communication from this collector. I did however, notice that the account had been removed from Equifax on XX/XX/XXXX and from from XXXX and XXXX on XX/XX/XXXX.  This was great news, but short lived. The company immediately re-inserted the account now as a new collector - XXXX, XXXX/XXXX, with a new address - no longer in XXXX, XXXX but XXXX, XXXX and a new account number. This was now showing as a new collection account and had a very dramatic negative impact on my profile, my ability to gain vital financing for my business, and ultimately my personal and family finances. <P/>This re-insertion was done unlawfully as the consumer was not notified within 5 days of the re-insertion to my report. I sent a re-insertion letter to XXXX and the three bureaus to dispute the re-insertion and requested that they comply with the provisions of FCRA SOS 611, Procedure in case of disputed accuracy [ 15 U.S.C. SOS 1681i ] - Full letter will be attached As expected no response or communication from XXXX. The bureaus took it upon themselves to create disputes. The result of these disputes were that XXXX "" verified '' to the bureaus the legitimacy of this account. I never received the documentation or information used for this verification. <P/>I was instructed to dispute with the Bureaus directly. I have done this and the bureaus continue to "" verify '' the account as valid through XXXX. I have now asked multiple times for the documentation or information provided to the bureaus to validate the legitimacy of this account and to date have received nothing from XXXX and Equifax, XXXX or XXXX have only provided statements like, "" verified, "" remains '', "" updated '', etc. no evidence of validation. <P/>I find it a bit odd that I have had zero communication from XXXX in 10 months and yet the bureaus can continue to verify this account without providing any supporting information to the claims of the accounts validity. <P/>The lack of communication from XXXX has proven my suspicion that this is an erroneous and fraudulent attempt by a predatory collector to extort funds from consumers. There is a XXXX on the FTC Banned Collectors List, is this them??!",Closed with explanation
1728068,2024-01-05,Incasso,"In XXXX of 2015 my family and I moved from our residence at XXXX XXXX after the property refused to renew our lease For which they did not provide an adequate reason as to their decision even when requested via email ( see attached ). We gave the apartment manager our contact information and requested that a ledger of any cleaning/repair after move out be sent to us ( attached ). Our schedules did not allow for a walk through with the manager however we did take pictures and have attached them to this complaint. 

We believe that we were not allowed to renew our lease as retaliation for numerous complaints that we made to management regarding appliances that did not work, health issues caused by inadequate living conditions etc. All of which they were reluctant to fix or did not at all fix. 

After moving out we never heard anything from XXXX XXXX or IQ Data for that matter not a letter, or phone call.We assumed that our security deposit had been used for cleaning and any repairs that might be needed. However, we never received an invoice or itemized list of the work that was done as is our right to receive. 

Last month we were notified by XXXX XXXX that there was a collection placed on our credit reports for the amount of {$4200.00}. We had no idea what this debt could be for since we occupied the apartment for 2 years most of the repairs & cleaning were not beyond normal wear and tear. We also never got a letter from IQ Data stating we had a debt that may go to collections instead they sent it right to our credit report with no attempt to come to a resolution. 

After a dispute was made with the credit bureaus IQ Data sent us nothing more than a copy of a minimalist walk through checklist created by the property which claimed that everything needed to be replaced including the entire carpet ( citing pet damage when we did not own a pet ), doors, appliances etc. They even finally replaced appliances that we had been complaining about for months prior to moving out. There was no break down of cost on this checklist, no receipts to justify how they got to that total.",Closed with explanation
2469909,2025-04-28,Incasso,"XXXX  I received the first call, I asked them not to call me at work, they continued and my  manager  even had to speak with them to let them know that I could n't receive calls at work but he continued to call saying he was an attorney at a legal office. So I put the request in writing and faxed and mailed over the cease and desist calls. The calls are now back as of  XXXX   XXXX   XXXX ,  two  calls back to back to my employer  XXXX  and  XXXX  and then my cell phone at  XXXX",Closed with explanation
1399227,2023-05-31,Incasso,Credit Collections Services continue to contact me via phone and mail for a debt that I do n't owe. The debt is a fraudulent debt. I sent Credit Collections Services a police report and a letter informing them the debt is fraudulent and do n't belong to me and I am a victim of identity theft.,Closed with explanation
1770505,2024-02-03,Kredietregistratie,I filed a complaint with CFPB in XXXX The issue was resolved to reflect that the account was paid in full with a XXXX balance per XXXX response to CFPB. I got a alert stating that the information was placed back on my credit report showing that I have a balance of {$120000.00} and pastdue of XXXX with monthly pymtss of {$840.00} per month as of XXXX XXXX.,Closed with explanation
1824499,2024-03-09,Incasso,I mailed MRS BPO in XX/XX/XXXX disputing this and demanding legal validation. They have refused to respond.,Closed with non-monetary relief
1786895,2024-02-13,Bankrekening,"on XXXX XXXX at XXXX I visited the XXXX location of Bank of America to place a {$150.00} cash loan payment in my sister 's checking account. The parking lot had an armed guard dressed in "" swat '' gear which was alarming. I tried to go through the drive through and found all of them closed with cars parked in their lanes. I was pressed for time as i work XXXX jobs and was trying to get this deposit done so it would post quickly and so i would not miss time off my job running this errand. I asked for a checking account deposit slip and filled it out. I asked the teller "" why are all your drive throughs closed and what is the deal with the armed guard in your parking lot? "" .. "" Oh because we are so close to the interstate we have additional security ... I found that odd as my own personal bank XXXX, is just down the same road and has no demonstrable need for such additional security features. I told her my sister was in the XXXX on vacation and would be checking to see when my payment to her would post. She asked to see my ID, even though i was wearing a photo ID from the medical laboratory for whom i work part time in the afternoons. I showed her my driver license in my wallet. She asked me to take it out so it could be "" snap-photo 'd '' from an overhead camera. I found this very disturbing and "" invasive '' of my and my sisters privacy. I asked her why she needed the personal information ... she started to mumble about security ... but having read about operation "" choke-point ''. I was familiar with the dept of justice program where banks are being intimidated into not letting customers use cash for their businesses. This was not a business, was not a transaction over {$10000.00} and providing that level of personal information for accepting a {$150.00} deposit i found ridiculous and very poor service to the consumer. I told the young lady who had both the deposit slip and the XXXX {$50.00} bills that i would not be providing any additional photo id or information and turned to leave. She remained in possession of my sister 's {$150.00} cash deposit, provided me no receipt, tried to give me the money back and called the security guard as i exited the door. I got into my car locked the door and left the bank. I verified with my sister that as of close of business on friday XXXX XXXX the funds had not been deposited into the account number given to the teller. My sister made several attempts to contact the bank via phone and via "" private numbers '' given to her by Bank of America without success. No one returned her multiple calls. Once cash money is given to a banking institution a receipt must be provided to the depositor. Funds received by a banking institution should be deposited into the appropriate account number given ( they should not be held out for teller issues or resolution ). Disclosure was not given to me at the time that i could have deposited at an ATM device and would not have had to produce ID to do so. I do not possess a smartfone and therefore have no means to do photo bank deposits. My concern was getting this loan payment to my sister so that she in turn would be able to make her payment on time and not face late charges. This whole situation was very intimidating, disturbing and frightening, not to mention our concern now with the lack of our funds being deposited or credited to my sisters ' designated account. Monday is a holiday. we need action on this.",Closed with explanation
2059216,2024-08-11,Hypotheek,"In 2014, I went to XXXX in order to buy a mobile home. I paid them in good faith a deposit of {$3.00}. They promised me that my monthly payment would be {$830.00} and would not rise. A few days of being there I got an increase in the payment. An later, I got another increases in the payment. With this second increases my budget was not enough to pay. So, I decided to leave because I could not afford the new payment. I preferred to lose the {$3500.00} that had given of deposit. To my surprise I am seeing that they put a judgment against me on XXXX XXXX. Please see my credit report ( attachment ). I should put a judgment against them for {$3500.00} I lost. Please investigate this company because I 'm not the only one who has had this kind of issues by this entity. Additionally, I need help in order to remove the trial they put against me.",Closed with non-monetary relief
1451632,2023-07-06,Incasso,"CALLING ALL FAMILY MEMBERS, WORK, CELL AND HOME IN VIOLATION OF TCPA.",Closed with explanation
1803364,2024-02-24,Incasso,"For over a year, Representatives from XXXX XXXX XXXX ( A debt collection agency ) have been making threatening and harassing phones calls to myself and distance relatives ( giving these individuals personals and private information ) in an attempt to force payments for a Sallie Mae Loan that they claim that I owe but when I asked on numerous occasions last year for them to produce a promissory note and a copy of such information they never sent it. But, they harassed my terminally ill father via telephone calls concerning a loan that he had no knowledge of and is not responsible for. This harassment of my terminally ill father ( who passed away last year ) and his family continue all of last year and now. XXXX XXXX XXXX representatives were told several times that I did not live and have not lived with my father for over 44 years but these individual still harassed him and his family and they even gave them personal and privacy information about myself. They have also claimed to be family members and government employees in attempt to gain my trust and to collect this student loan debt. They have also claim that the interest and fees on this loan grows daily and legal action will be made to collect this so-called debt. They have been informed that several years ago all of my student loans were consolidated to XXXX Success and I do not owe a Sallie Mae Loan. I have also asked them to stop any and all contact with myself and family members but now they are calling me from XXXX every day and night and just hanging up or not saying anything on the phone when I answer.",Closed with explanation
2197805,2024-11-07,Bankrekening,"Wells Fargo solicited us to agree to an appointment with an investment individual. As incentive to agreeing to lose time at their office attending an appt., we were to receive {$20.00} into our account. I agreed and set the appointment. I showed up. The investment individual was not yet there. The bank employees who were there did not have information ; it was their investment rep who would know but, again, the rep was not there. I waited. I waited as long as an appt would have taken. The rep never showed up. I never received an apology. When I wrote the bank, they did nothing about it. They still owe me since I kept my end of the bargain, and I lost the amount of time agreed that was to be compensated with the {$20.00} into our acct.",Closed with explanation
2151549,2024-10-07,Creditcard,"Chase added old, outdated information from my XXXX credit file into my current account information. They took XXXX historic phone numbers and at least XXXX historic address. They placed these numbers as active into my account. The historic address was listed as my current physical address. The historic information was from XX/XX/1999 or older. I never provided Chase with any of this information directly.",Closed with explanation
1356165,2023-05-01,Creditcard,"US Bank the issuer of the XXXX XXXX Visa Signature Personal and Small Business credit cards charges an annual fee for each on of their cards. I have XXXX of these card, the personal card for my personal spending the the small business card for my small sole proprietorship. The key perk of these cards for me and many others is that when booking hotel nights using the points that the card offers the last night booked is free. For example, if you book XXXX nights at a XXXX hotel you only will use points for the XXXX night and get the XXXX night "" free '' ( i.e. you will not need to use your points ). This language was clearly still in place when I paid XXXX annual fees earlier this year that I would receive the XXXX night XXXX, otherwise I would not have paid the fee and canceled the card. When I called to attempt to get the fee refunded I was offered XXXX XXXX which is worth far less than {$75.00} ( the annual fee paid or the loss of getting a XXXX night free which can be up to XXXX XXXX points ) and is unacceptable. The annual fee on the small business card is {$60.00}. I combined the {$75.00} and {$60.00} fees below.",Closed with non-monetary relief
1642870,2023-11-06,Consumentenkrediet,"Sale of vehicle repossessed never documented with transfer of ownership to relieve debt of monies owed affecting credit bureau information and negative credit worthiness. 

Ally failed to update consumer information after numerous requests to update sale of vehicle and update consumer file on accounts ( Joint ) creating negative information in credit bureaus affecting credit worthiness. 

XXXX XXXX Vin number XXXX ownership change never reflectedXX/XX/XXXX ownership change. Title XXXX. XXXX/XXXX/XXXX vehicle was in excellent condition in XXXX, hence the vehicle still being driven nine years later. 
Ally never updated their records when the vehicle was repossessed and then resold to reflect monies paid from sale of the vehicle. 

Numerous complaints are on the Internet of how Ally failed to account for sale of vehicles on accounts for many individuals affecting credit worthiness and collection amounts placed in credit bureaus without resolve. Nor do they respond to complaints or itemize charges for outstanding monies owed in the amount of {$3600.00} or show transfer of vehicles updated in real time when they occur. 

Ally provides one letter with total amount owed without explanation of charges or updates sale of vehicle ownership information leaving the financial burden on individuals affected by their lack of follow through or accounting of records on consumers.",Closed with explanation
1334515,2023-04-17,Hypotheek,"I closed a loan from Wells Fargo back in 2011. I had disputed an address on my credit report which was associated with it ( my attorney for closing 's address ). I 'm now trying to purchase a new home and ca n't get a loan because on my credit report it 's saying that the old mortgage is being disputed. On XXXX XXXX, I faxed a letter to Wells Fargo with the request as they told me to do. I called them a XXXX later and was told that there was no way of looking into the matter as the division of Wells Fargo that deals with it does n't have a phone number or e-mail. After many more attempts I spoke with a lady who informed me that the fax was received and that there was an image on the account but that she could n't open it to see what it was. I called back a XXXX later and spoke with XXXX who stated that she had sent an e-mail requesting a follow up on the incident. I called XXXX 's direct line ( XXXX ) as she had told me to do and requested she call me back. On XXXX I called XXXX 's direct line again, and again requested she call me back and as of this date XXXX I have not heard from XXXX or Wells Fargo. All I am looking for is a letter from Wells Fargo stating I am no longer disputing the loan so that I can move on with my life and purchase a new house for my family. It seems as if Wells Fargo is intentionally ignoring my request.",Closed with explanation
1746508,2024-01-18,Bankrekening,"There was a debit or XXXX debuted from my rush card on XX/XX/2016 and I did not authorize such a transaction XXXX XXXX. 
XXXX XXXX",Closed with explanation
1377407,2023-05-15,Kredietregistratie,"Disputed the fact that a XXXX accounts are being reported on my XXXX , XXXX, and Experian credit bureau that are the same collection account. XXXX is the original debt with CB Dispute ( XXXX XXXX in amount of {$16.00}, XXXX ) and the other is the assigned debt from them to a collector in the same amount. It is against Federal Law for a collector to report an outstanding debt TWICE ( Double Jeopardy ) which hurts my credit file and score more than if it was reported once. If the debt is sold and assigned and listed on credit bureau, then the original debt must be taken off credit file otherwise it could be sold multiple times with multiple collections showing up on credit file for just ONE debt.",Closed with explanation
1647460,2023-11-09,Hypotheek,"I am a XXXX woman. I have a, FHA secured mortgage with BOA as they are the servicer. Due to the cost of living increase and my only source of unearned income being from Social security I applied in XXXX 2014 for a modification to my high interest loan. I have been treated with discrimination due to my unearned income. They have ruined my credit with the credit agencies in their unfair treatment. I have consistently paid, every month the escrow and payments toward principal. The BOA fails to report these payments as mad and refuses to abide by the rules of FHa whereas the direction of payments with FHA secured loans are first applied to escrow evry month then to the principal. this has been going on for more than 16 months. it is unfair as I qualify for modification to my excessive interest and they fail to abide by federal and state laws. The FHA standards for home modification allow for a {$100.00}. decrease in monthly mortgage or a mortgage payment equivalent to XXXX % of the gross income. My gross income is sworn to with proof and BOA wrongfully enlarges the gross income. this is against the law as my income is unearned and not taxed. I provided BOA and FHA the DEPT OF REVENUE facts that my income is XXXX % below poverty and XXXX % of what the minimum wage is. Therefore if it were an invome I would not be taxed. I also provided them with proof that XXXX persons can not receive earn income deduction from IRS at tax time like working people. BOA keeps violating my rights. Please step in to report them to the GOVERNMENT for unscrupulous conduct and breaking federal laws to disable, handicap and women.",Closed with explanation
1506005,2023-08-06,Kredietregistratie,"I am a victim of what is being called Synthetic Fraud ; where the perpetrator uses my Name and DOB but another SSN. These items are blended into my report and reporting on me. I 've been disputing this for over 3 years with Transunion and they finally were at the final phases of completing with the disputes until they ran Maintenance, which was to eliminate all the accounts with the different SSN but they added all the accounts that had been removed over the years with the dispute process. I 've called on several occasions to the Fraud department and they 're very rude and not helpful. They essentially want to start the dispute process over again rather than blocking these accounts from my credit profile. I am days away from a mortgage and because of their actions on XXXX/XXXX/2015 ; I am in jeopardy of being homeless next Wednesday XXXX/XXXX/2015 if these items are n't removed. I 've provided a police report, a copy of my SSN Card and I 'm still receiving no urgency to remove these items. This complaint is my last resort to force their hand to actually handle this situation manually and remove these items from my report. I 've verbally spoken to each of the creditors in question and provided documentation and validated these accounts are not mine but they move on their own timeline. Time is of the essence and I do n't feel I should be penalized for being a victim in this scenario. Pleas help",Closed with non-monetary relief
2084256,2024-08-27,Incasso,I was sent a letter from Transworld Systems Indicating that I owed them over XXXX from XXXX. However I am in good standing with XXXX and after checking my account on XXXX 's website I saw that my next payment would be due in XXXX. I called and spoke to a rep. who never answered any of my questions but repeated what I said and kept trying to get me to pay a debt that I do not owe. The default date according to Transworld Systems was XXXX/XXXX/09 which is well beyond the statue of limitation in NY and it should not be collected on at all. As the debt origination date should be well before 2009 if it is at all valid.,Closed with explanation
2394615,2025-03-20,Kredietregistratie,"Equifax continues to list the dismissed my Chapter XXXX bankruptcy that was dismissed in XX/XX/XXXX as confirmed within my credit file. XXXX and XXXX removed the Chapter XXXX from my credit report in XX/XX/XXXX, 7 years from dismissal date. I called Equifax 's customer service and spoke with two different associates located in XXXX. They explained that their policy is to keep reporting bankruptcies that are filed, dismissed or adjudicated for ten years in keeping with the Fair Credit Reporting Act. The Fair credit Reporting Act mentions nothing in Section 1681c relating to bankruptcy about dismissals or filings. The law clearly states from "" date of adjudication '' or date of "" order of relief ''. 
Any case, civil or otherwise, which is dismissed no longer exists in the eye of the law and a case filed may never have actually been adjudicated. Therefore, you have no right to maintain information which the government has deemed nonexistent. 
Therefore, pursuant to Section 1681 ( a ) ( 5 ) of the FCRA, you must delete this information from my credit report and send me an updated copy when this action is completed. 

I want this bankruptcy removed from my Equifax credit report as I am being denied credit and paying higher interest rates on credit cards and car insurance.",Closed with explanation
1811455,2024-03-01,Hypotheek,"I, XXXX XXXX XXXX originated my loan last XXXX XXXX, 2003 from XXXX XXXX XXXX with 6 % interest rate at the time of the purchase of my homestead. My loan had been transferred to SN Servicing Corporation. From 6 % SN Servicing Corporation had signed me note with 7.370 % rate. I had undergone medical operation. My health circumstances had affected our finances yet I continue to pay my monthly mortgage & dues of {$2000.00} to the bank faithfully. 

I had requested for the Federal Government 's Home Affordable Modification Program that made available for home owners like me. In order to assist me avoiding the foreclosure. I had already communicated with them and sent all requirements to SN Servicing Corporation yet they did not consider my loan that was originated the Deed Of Trust on XXXX XXXX, 2003. SN Servicing Corporation have not dealt to me in good faith until this moment.",Closed with explanation
1614550,2023-10-19,Hypotheek,I do n't know why that every month when i send in my mortgage check its always a problem with them cashing the check NationStar Mortgage I keep having to put a stop payment on my checks for last 3 Months because they said that they have not receive it out of all of my other checks that i have sent out are cash but Nationstar its always a problem and i would like to know why please.,Closed with explanation
1306480,2023-03-30,Incasso,"I use XXXX XXXX Service at my house. My account number is XXXX. According to my credit report, Focus Receivables Management, along with XXXX XXXX XXXX, fraudulently tried to embezzle {$170.00} and committed other illegal acts such as grand larceny and trespassing on private property illegally. At this time, an unknown party, illegally removed the XXXX XXXX XXXX XXXX from my house and committed grand larceny in the process. I have a clear copy of my credit report. I also have a clear copy of my contract with XXXX XXXX. I am ready to consider a lawsuit against all co-defendants in this situation. I have never contacted XXXX XXXX XXXX or its affiliates. I never have conducted any type of business with them. They did not have lawful permission to be at my place of business. I am the XXXX of XXXX XXXX, a small consultation firm. I also have legal representation and I am ready to file a lawsuit against all culpable parties. The information on my credit report is not accurate. It is a result of grand larceny and identity theft. Additionally, XXXX XXXX XXXX and Focus Receivables Management are claiming that the information on my credit report is more than 7 years old, a time period that is beyond the legal statute of limitations in NYS. The Fair Bulling Credit Act does not allow this collection agency to illegally put this false information on my credit report.",Closed with explanation
1769626,2024-02-02,Hypotheek,"I am writing because my Mortgage Servicer Ocwen reported a discharged amount to he IRS in the amount of {$22000.00}. They did not suffer a loss for this amount nor was my principal balance reduced by this amount after I completed a HAMP Loan modification in XX/XX/XXXX. I called Ocwen on XXXX/XXXX/XXXX and after spending 30 minutes on the phone the representative was unable to tell me why this amount was submitted and also confirmed that this amount does not reflect in my mortgage history. This is a huge error on their end and I can not file my federal income tax until it is resolved, otherwise the IRS will be looking to tax me on this amount as earned income which it obviously is not. I understand that during the course of the next 5 yrs there will be deferred interest and a principal reduction, however a loss can not be written off in advance prior to it happening. So Ocwen needs to either reduce my principal balance by {$22000.00} OR amend the XXXX and provide detailed information that reflects any loss they are reporting.",Closed with explanation
1370175,2023-05-11,Bankrekening,Fraudulent action to freeze account,Closed with explanation
1689200,2023-12-09,Consumentenkrediet,"My husband and I have received several voicemails advising us that we have completed an illegal transaction that, depending on whose voicemail it is, has ranged from an insufficient funds check to an invalid account. Via voicemails, the agent is telling us that our account is behind due to invalid/insufficient funds and that we are past due. She also states that what we have done is illegal. We always made our payment timely and frankly, I am stunned to receive such a voicemail, when I know that what she is saying is not true or legal to say.",Closed with explanation
1841455,2024-03-21,Incasso,"This company has inaccurate information. I would like full validation of this account which was prior requested and nothing received. I want to see the initial signed contract, full list of every payment made, etc. They have failed to provide so now I am asking your agency to help.",Closed with explanation
1521117,2023-08-17,Incasso,I contacted XXXX and FBCS Consumer Contact Solutions and they ignored my requests for validation.,Closed with explanation
1844837,2024-03-22,Bankrekening,"I have a credit card w/ Bank of America . They want to know XXXX what my source of income is, since I refused they threatened to close to \tototod to to to close my account. I think this is a bully tactic. I hope you can resolve this situation. Thank you..",Closed with explanation
1839756,2024-03-18,Incasso,"Please note-I have the recorded call on file and it was disclosed to the company that I was recording. I called Hunter Warfield to come to a resoluation on some lease break fees I had with an apartment complex called XXXX XXXX. The representative told me the total amount due was {$2100.00} and that I can settle for half of that amount. Unfortunately, I was unable to accept the settlement but began to question the amount because my last statement was {$1800.00} and there was nothing written in the contract for additional interest charges should my account go into collection. I told the representative that I will pay the amount actually owed and I want to make a payment arrangement. She told me I ca n't just do what I want, If I want to pay the original amount due, it has to be paid in full. I told her that that is not fair debt collection practice and that I am only contractually obligated to the {$1800.00} and we can set up an arrangement from that. She asked me in a condensing told "" if I wanted help or not. '' I told her she can not refuse my payments. We went back and forth a few times and she ended up telling me to have a good day and she hung up on me.",Closed with explanation
1967114,2024-06-12,Incasso,"My XXXX XXXX was repossessed XXXX XXXX, XXXX. Upon attempting to recover my car from Santander Consumer Financial, I was given no direct answer or explanation except that storage fees, repair costs, and a deductible totaling {$2300.00} had been paid to XXXX. My car was auctioned off XXXX XXXX, XXXX and the balance has been sent to collections. In a great effort to recover my car, I provided Santander with many documents to reverse the repossession. In XXXX, I was told through Santander Collections my car was impounded from XXXX XXXX XXXX because XXXX XXXX alleged that XXXX denied my claim for repair costs. Neither organization followed protocol and my Consumer rights have been denied resulting in surmounted life issues. My credit has been affected and my personal life has faced serious problems without having transportation.",Closed with explanation
1753411,2024-01-22,Hypotheek,"Twice in the past 6 months I have written a check to my mortgage company for a PRINCIPAL ONLY payment. My regular monthly payments are auto debited each month from my bank account. I have indicated this on both of the checks that the payment is for principal only. In both instances Ditech chose to apply the money toward future months ' interest without my permission. My intent was to pay down the principal balance and they continually apply it to interest, and some cases escrow, on their behalf.",Closed with explanation
2351992,2025-02-20,Kredietregistratie,My credit card co. enrolled me with out my knowledge,Closed with explanation
1961491,2024-06-10,Hypotheek,"I fell behind on my mortgage after my business failed. I hired an attorney to help me submit a request for a loan modification. My full application request was sent to OneWest XXXX in XXXX 2016. My loan is a 15 year loan which was good while I was making money, however now that my business has failed I really need it to be able to go back to a longer loan term such as a 30 year loan or at least longer term than the remaining 3 years as I can not afford the very high payment anymore. 
I was denied for a loan modification on XXXX/XXXX/2016 by OneWest Bank XXXX for HAMP. The reason given was due to "" Investor/Guarantor Not Participating '' "" Investor has not given us contractual authority to offer loss mitigation through the Making Home Affordable Program. 
I looked up online with the XXXX web site and it says ... '' If a PSA contains such a restriction ( HAMP PSA RESTRICTION ), the servicer MUST make "" reasonable efforts '' to get the investor to waive the restriction. I do not believe OneWest Bank XXXX has made any effort to ask the investor of my loan to waive the restriction. My attorney states OneWest Bank XXXX is participating in the Making Home Affordable Program and therefore they MUST make an effort to ask the owner of my loan to waive the restriction and review my loan for HAMP. 
In addition, the letter dated XXXX/XXXX/2016 which states they can not review for Making Home Affordable, also says "" However, upon receipt of a complete application, your mortgage will be reviewed for all other loss mitigation programs ( including available loan modification programs ) permitted by the owner of your loan. We will contact you regarding the steps required to complete our review ... Once the review of your application is complete, we will send you an additional letter that contains the results of our review and if your mortgage qualifies for a loss mitigation program '' - I have never received this letter to date and my applicaton was sent in complete in XXXX 2016. 
My attorney has been asking OneWest XXXX for this letter promised in the above paragraph and I have received nothing to date. They only verbally tell me there is no other options. I am told that RESPA servicing law states they must issue me a denial letter and give me 30 days to appeal it. So far I have nothing except a letter stating they can not review for HAMP and I willl receive an additional letter for other programs they review me for. Again, I have nothing and they say they are not doing anything more for my request. Violation of RESPA Reg X.",Closed with explanation
